,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price_scaled,area_scaled
258,4480000.0,4040.0,3,1.0,2,1,0,0,0,0,1,0,1,0.23636363636363636,0.1642611683848797
259,4473000.0,6360.0,2,1.0,1,1,0,1,0,1,1,0,2,0.23575757575757575,0.3237113402061855
260,4473000.0,3162.0,3,1.0,2,1,0,0,0,1,1,0,2,0.23575757575757575,0.10391752577319588
261,4473000.0,3510.0,3,1.0,2,1,0,0,0,0,0,0,1,0.23575757575757575,0.12783505154639174
262,4445000.0,3750.0,2,1.0,1,1,1,1,0,0,0,0,1,0.2333333333333333,0.14432989690721648
263,4410000.0,3968.0,3,1.0,2,0,0,0,0,0,0,0,1,0.23030303030303026,0.15931271477663228
264,4410000.0,4900.0,2,1.0,2,1,0,1,0,0,0,0,1,0.23030303030303026,0.2233676975945017
265,4403000.0,2880.0,3,1.0,2,1,0,0,0,0,0,1,1,0.22969696969696965,0.08453608247422681
266,4403000.0,4880.0,3,1.0,1,1,0,0,0,0,2,1,0,0.22969696969696965,0.2219931271477663
267,4403000.0,4920.0,3,1.0,2,1,0,0,0,0,1,0,1,0.22969696969696965,0.2247422680412371
268,4382000.0,4950.0,4,1.0,2,1,0,0,0,1,0,0,1,0.22787878787878788,0.22680412371134018
269,4375000.0,3900.0,3,1.0,2,1,0,0,0,0,0,0,0,0.22727272727272727,0.15463917525773196
270,4340000.0,4500.0,3,2.0,3,1,0,0,1,0,1,0,2,0.22424242424242422,0.19587628865979378
271,4340000.0,1905.0,5,1.0,2,0,0,1,0,0,0,0,1,0.22424242424242422,0.017525773195876282
272,4340000.0,4075.0,3,1.0,1,1,1,1,0,0,2,0,1,0.22424242424242422,0.16666666666666669
273,4340000.0,3500.0,4,1.0,2,1,0,0,0,0,2,0,2,0.22424242424242422,0.12714776632302405
274,4340000.0,6450.0,4,1.0,2,1,0,0,0,0,0,0,1,0.22424242424242422,0.32989690721649484
275,4319000.0,4032.0,2,1.0,1,1,0,1,0,0,0,0,2,0.22242424242424239,0.16371134020618555
276,4305000.0,4400.0,2,1.0,1,1,0,0,0,0,1,0,1,0.22121212121212117,0.18900343642611683
277,4305000.0,10360.0,2,1.0,1,1,0,0,0,0,1,1,1,0.22121212121212117,0.5986254295532645
278,4277000.0,3400.0,3,1.0,2,1,0,1,0,0,2,1,1,0.21878787878787878,0.12027491408934707
279,4270000.0,6360.0,2,1.0,1,1,0,0,0,0,0,0,2,0.21818181818181817,0.3237113402061855
280,4270000.0,6360.0,2,1.0,2,1,0,0,0,0,0,0,0,0.21818181818181817,0.3237113402061855
281,4270000.0,4500.0,2,1.0,1,1,0,0,0,1,2,0,2,0.21818181818181817,0.19587628865979378
282,4270000.0,2175.0,3,1.0,2,0,1,1,0,1,0,0,0,0.21818181818181817,0.036082474226804134
283,4270000.0,4360.0,4,1.0,2,1,0,0,0,0,0,0,2,0.21818181818181817,0.18625429553264605
284,4270000.0,7770.0,2,1.0,1,1,0,0,0,0,1,0,2,0.21818181818181817,0.42061855670103093
285,4235000.0,6650.0,3,1.0,2,1,1,0,0,0,0,0,1,0.21515151515151512,0.3436426116838488
286,4235000.0,2787.0,3,1.0,1,1,0,1,0,0,0,1,2,0.21515151515151512,0.07814432989690723
287,4200000.0,5500.0,3,1.0,2,1,0,0,0,1,0,0,0,0.21212121212121213,0.2646048109965636
288,4200000.0,5040.0,3,1.0,2,1,0,1,0,1,0,0,0,0.21212121212121213,0.2329896907216495
289,4200000.0,5850.0,2,1.0,1,1,1,1,0,0,2,0,1,0.21212121212121213,0.28865979381443296
290,4200000.0,2610.0,4,3.0,2,0,0,0,0,0,0,0,1,0.21212121212121213,0.06597938144329896
291,4200000.0,2953.0,3,1.0,2,1,0,1,0,1,0,0,0,0.21212121212121213,0.089553264604811
292,4200000.0,2747.0,4,2.0,2,0,0,0,0,0,0,0,1,0.21212121212121213,0.07539518900343642
293,4200000.0,4410.0,2,1.0,1,0,0,0,0,0,1,0,0,0.21212121212121213,0.18969072164948453
294,4200000.0,4000.0,4,2.0,2,0,0,0,0,0,0,0,1,0.21212121212121213,0.16151202749140892
295,4200000.0,2325.0,3,1.0,2,0,0,0,0,0,0,0,1,0.21212121212121213,0.04639175257731959
296,4200000.0,4600.0,3,2.0,2,1,0,0,0,1,1,0,1,0.21212121212121213,0.2027491408934708
297,4200000.0,3640.0,3,2.0,2,1,0,1,0,0,0,0,0,0.21212121212121213,0.13676975945017184
298,4200000.0,5800.0,3,1.0,1,1,0,0,1,0,2,0,1,0.21212121212121213,0.2852233676975945
299,4200000.0,7000.0,3,1.0,1,1,0,0,0,0,3,0,2,0.21212121212121213,0.3676975945017182
300,4200000.0,4079.0,3,1.0,3,1,0,0,0,0,0,0,1,0.21212121212121213,0.16694158075601373
301,4200000.0,3520.0,3,1.0,2,1,0,0,0,0,0,1,1,0.21212121212121213,0.12852233676975944
302,4200000.0,2145.0,3,1.0,3,1,0,0,0,0,1,1,0,0.21212121212121213,0.03402061855670102
303,4200000.0,4500.0,3,1.0,1,1,0,1,0,0,0,0,2,0.21212121212121213,0.19587628865979378
304,4193000.0,8250.0,3,1.0,1,1,0,1,0,0,3,0,1,0.21151515151515152,0.4536082474226804
305,4193000.0,3450.0,3,1.0,2,1,0,0,0,0,1,0,1,0.21151515151515152,0.12371134020618557
306,4165000.0,4840.0,3,1.0,2,1,0,0,0,0,1,0,1,0.20909090909090908,0.21924398625429553
307,4165000.0,4080.0,3,1.0,2,1,0,0,0,0,2,0,1,0.20909090909090908,0.16701030927835053
308,4165000.0,4046.0,3,1.0,2,1,0,1,0,0,1,0,1,0.20909090909090908,0.16467353951890035
309,4130000.0,4632.0,4,1.0,2,1,0,0,0,1,0,0,1,0.20606060606060603,0.20494845360824743
310,4130000.0,5985.0,3,1.0,1,1,0,1,0,0,0,0,1,0.20606060606060603,0.2979381443298969
311,4123000.0,6060.0,2,1.0,1,1,0,1,0,0,1,0,1,0.20545454545454542,0.3030927835051546
312,4098500.0,3600.0,3,1.0,1,1,0,1,0,1,0,1,2,0.20333333333333334,0.13402061855670103
313,4095000.0,3680.0,3,2.0,2,1,0,0,0,0,0,0,1,0.20303030303030303,0.13951890034364262
314,4095000.0,4040.0,2,1.0,2,1,0,0,0,0,1,0,1,0.20303030303030303,0.1642611683848797
315,4095000.0,5600.0,2,1.0,1,1,0,0,0,1,0,0,1,0.20303030303030303,0.27147766323024053
316,4060000.0,5900.0,4,2.0,2,0,0,1,0,0,1,0,0,0.19999999999999998,0.29209621993127144
317,4060000.0,4992.0,3,2.0,2,1,0,0,0,0,2,0,0,0.19999999999999998,0.2296907216494845
318,4060000.0,4340.0,3,1.0,1,1,0,0,0,0,0,0,1,0.19999999999999998,0.18487972508591066
319,4060000.0,3000.0,4,1.0,3,1,0,1,0,1,2,0,1,0.19999999999999998,0.09278350515463918
320,4060000.0,4320.0,3,1.0,2,1,0,0,0,0,2,1,2,0.19999999999999998,0.18350515463917527
321,4025000.0,3630.0,3,2.0,2,1,0,0,1,0,2,0,1,0.19696969696969693,0.1360824742268041
322,4025000.0,3460.0,3,2.0,1,1,0,1,0,1,1,0,2,0.19696969696969693,0.12439862542955327
323,4025000.0,5400.0,3,1.0,1,1,0,0,0,0,3,0,1,0.19696969696969693,0.25773195876288657
324,4007500.0,4500.0,3,1.0,2,0,0,1,0,1,0,0,1,0.1954545454545454,0.19587628865979378
325,4007500.0,3460.0,4,1.0,2,1,0,0,0,1,0,0,1,0.1954545454545454,0.12439862542955327
326,3990000.0,4100.0,4,1.0,1,0,0,1,0,0,0,0,0,0.19393939393939394,0.16838487972508592
327,3990000.0,6480.0,3,1.0,2,0,0,0,0,1,1,0,1,0.19393939393939394,0.3319587628865979
328,3990000.0,4500.0,3,2.0,2,0,0,1,0,1,0,0,1,0.19393939393939394,0.19587628865979378
329,3990000.0,3960.0,3,1.0,2,1,0,0,0,0,0,0,2,0.19393939393939394,0.15876288659793814
330,3990000.0,4050.0,2,1.0,2,1,1,1,0,0,0,1,0,0.19393939393939394,0.1649484536082474
331,3920000.0,7260.0,3,2.0,1,1,1,1,0,0,3,0,2,0.18787878787878784,0.3855670103092783
332,3920000.0,5500.0,4,1.0,2,1,1,1,0,0,0,0,1,0.18787878787878784,0.2646048109965636
333,3920000.0,3000.0,3,1.0,2,1,0,0,0,0,0,0,1,0.18787878787878784,0.09278350515463918
334,3920000.0,3290.0,2,1.0,1,1,0,0,1,0,1,0,2,0.18787878787878784,0.1127147766323024
335,3920000.0,3816.0,2,1.0,1,1,0,1,0,1,2,0,2,0.18787878787878784,0.1488659793814433
336,3920000.0,8080.0,3,1.0,1,1,0,0,0,1,2,0,1,0.18787878787878784,0.4419243986254295
337,3920000.0,2145.0,4,2.0,1,1,0,1,0,0,0,1,0,0.18787878787878784,0.03402061855670102
338,3885000.0,3780.0,2,1.0,2,1,1,1,0,0,0,0,1,0.18484848484848485,0.14639175257731957
339,3885000.0,3180.0,4,2.0,2,1,0,0,0,0,0,0,2,0.18484848484848485,0.10515463917525772
340,3850000.0,5300.0,5,2.0,2,1,0,0,0,0,0,0,1,0.1818181818181818,0.2508591065292096
341,3850000.0,3180.0,2,2.0,1,1,0,1,0,0,2,0,1,0.1818181818181818,0.10515463917525772
342,3850000.0,7152.0,3,1.0,2,1,0,0,0,1,0,0,2,0.1818181818181818,0.3781443298969072
343,3850000.0,4080.0,2,1.0,1,1,0,0,0,0,0,0,1,0.1818181818181818,0.16701030927835053
344,3850000.0,3850.0,2,1.0,1,1,0,0,0,0,0,0,1,0.1818181818181818,0.1512027491408935
345,3850000.0,2015.0,3,1.0,2,1,0,1,0,0,0,1,1,0.1818181818181818,0.025085910652920956
346,3850000.0,2176.0,2,1.0,2,1,1,0,0,0,0,1,1,0.1818181818181818,0.03615120274914091
347,3836000.0,3350.0,3,1.0,2,1,0,0,0,0,0,0,0,0.18060606060606058,0.11683848797250859
348,3815000.0,3150.0,2,2.0,1,0,0,1,0,0,0,0,1,0.17878787878787875,0.10309278350515463
349,3780000.0,4820.0,3,1.0,2,1,0,0,0,0,0,0,1,0.17575757575757575,0.21786941580756014
350,3780000.0,3420.0,2,1.0,2,1,0,0,1,0,1,0,1,0.17575757575757575,0.12164948453608246
351,3780000.0,3600.0,2,1.0,1,1,0,0,0,0,0,0,1,0.17575757575757575,0.13402061855670103
353,3780000.0,2856.0,3,1.0,3,1,0,0,0,0,0,1,2,0.17575757575757575,0.08288659793814432
354,3780000.0,8400.0,2,1.0,1,1,0,0,0,0,1,0,2,0.17575757575757575,0.46391752577319584
355,3773000.0,8250.0,3,1.0,1,1,0,0,0,0,2,0,2,0.17515151515151514,0.4536082474226804
356,3773000.0,2520.0,5,2.0,1,0,0,1,0,1,1,0,2,0.17515151515151514,0.0597938144329897
357,3773000.0,6930.0,4,1.0,2,0,0,0,0,0,1,0,2,0.17515151515151514,0.3628865979381443
358,3745000.0,3480.0,2,1.0,1,1,0,0,0,0,0,1,1,0.1727272727272727,0.12577319587628866
359,3710000.0,3600.0,3,1.0,1,1,0,0,0,0,1,0,0,0.16969696969696965,0.13402061855670103
360,3710000.0,4040.0,2,1.0,1,1,0,0,0,0,0,0,1,0.16969696969696965,0.1642611683848797
361,3710000.0,6020.0,3,1.0,1,1,0,0,0,0,0,0,1,0.16969696969696965,0.30034364261168384
362,3710000.0,4050.0,2,1.0,1,1,0,0,0,0,0,0,2,0.16969696969696965,0.1649484536082474
363,3710000.0,3584.0,2,1.0,1,1,0,0,1,0,0,0,1,0.16969696969696965,0.1329209621993127
364,3703000.0,3120.0,3,1.0,2,0,0,1,1,0,0,0,1,0.1690909090909091,0.10103092783505155
365,3703000.0,5450.0,2,1.0,1,1,0,0,0,0,0,0,2,0.1690909090909091,0.26116838487972505
366,3675000.0,3630.0,2,1.0,1,1,0,1,0,0,0,0,2,0.16666666666666666,0.1360824742268041
367,3675000.0,3630.0,2,1.0,1,1,0,0,0,1,0,0,0,0.16666666666666666,0.1360824742268041
368,3675000.0,5640.0,2,1.0,1,0,0,0,0,0,0,0,1,0.16666666666666666,0.2742268041237113
369,3675000.0,3600.0,2,1.0,1,1,0,0,0,0,0,0,2,0.16666666666666666,0.13402061855670103
370,3640000.0,4280.0,2,1.0,1,1,0,0,0,1,2,0,1,0.1636363636363636,0.18075601374570444
371,3640000.0,3570.0,3,1.0,2,1,0,1,0,0,0,0,1,0.1636363636363636,0.13195876288659794
372,3640000.0,3180.0,3,1.0,2,0,0,1,0,0,0,0,1,0.1636363636363636,0.10515463917525772
373,3640000.0,3000.0,2,1.0,2,1,0,0,0,1,0,0,2,0.1636363636363636,0.09278350515463918
374,3640000.0,3520.0,2,2.0,1,1,0,1,0,0,0,0,1,0.1636363636363636,0.12852233676975944
375,3640000.0,5960.0,3,1.0,2,1,1,1,0,0,0,0,0,0.1636363636363636,0.29621993127147767
376,3640000.0,4130.0,3,2.0,2,1,0,0,0,0,2,0,1,0.1636363636363636,0.170446735395189
377,3640000.0,2850.0,3,2.0,2,0,0,1,0,0,0,1,0,0.1636363636363636,0.0824742268041237
378,3640000.0,2275.0,3,1.0,3,1,0,0,1,1,0,1,1,0.1636363636363636,0.042955326460481114
379,3633000.0,3520.0,3,1.0,1,1,0,0,0,0,2,1,0,0.163030303030303,0.12852233676975944
380,3605000.0,4500.0,2,1.0,1,1,0,0,0,0,0,0,1,0.1606060606060606,0.19587628865979378
381,3605000.0,4000.0,2,1.0,1,1,0,0,0,0,0,1,1,0.1606060606060606,0.16151202749140892
382,3570000.0,3150.0,3,1.0,2,1,0,1,0,0,0,0,2,0.15757575757575756,0.10309278350515463
383,3570000.0,4500.0,4,2.0,2,1,0,1,0,0,2,0,2,0.15757575757575756,0.19587628865979378
384,3570000.0,4500.0,2,1.0,1,0,0,0,0,0,0,0,2,0.15757575757575756,0.19587628865979378
385,3570000.0,3640.0,2,1.0,1,1,0,0,0,0,0,0,0,0.15757575757575756,0.13676975945017184
386,3535000.0,3850.0,3,1.0,1,1,0,0,0,0,2,0,0,0.1545454545454545,0.1512027491408935
387,3500000.0,4240.0,3,1.0,2,1,0,0,0,1,0,0,1,0.15151515151515152,0.17800687285223366
388,3500000.0,3650.0,3,1.0,2,1,0,0,0,0,0,0,0,0.15151515151515152,0.13745704467353953
389,3500000.0,4600.0,4,1.0,2,1,0,0,0,0,0,0,1,0.15151515151515152,0.2027491408934708
390,3500000.0,2135.0,3,2.0,2,0,0,0,0,0,0,0,0,0.15151515151515152,0.033333333333333326
391,3500000.0,3036.0,3,1.0,2,1,0,1,0,0,0,0,1,0.15151515151515152,0.09525773195876289
392,3500000.0,3990.0,3,1.0,2,1,0,0,0,0,0,0,1,0.15151515151515152,0.16082474226804122
393,3500000.0,7424.0,3,1.0,1,0,0,0,0,0,0,0,0,0.15151515151515152,0.3968384879725086
394,3500000.0,3480.0,3,1.0,1,0,0,0,0,1,0,0,0,0.15151515151515152,0.12577319587628866
395,3500000.0,3600.0,6,1.0,2,1,0,0,0,0,1,0,0,0.15151515151515152,0.13402061855670103
396,3500000.0,3640.0,2,1.0,1,1,0,0,0,0,1,0,1,0.15151515151515152,0.13676975945017184
397,3500000.0,5900.0,2,1.0,1,1,0,0,0,0,1,0,2,0.15151515151515152,0.29209621993127144
398,3500000.0,3120.0,3,1.0,2,1,0,0,0,0,1,0,0,0.15151515151515152,0.10103092783505155
399,3500000.0,7350.0,2,1.0,1,1,0,0,0,0,1,0,1,0.15151515151515152,0.3917525773195876
400,3500000.0,3512.0,2,1.0,1,1,0,0,0,0,1,1,0,0.15151515151515152,0.1279725085910653
401,3500000.0,9500.0,3,1.0,2,1,0,0,0,0,3,1,0,0.15151515151515152,0.5395189003436425
402,3500000.0,5880.0,2,1.0,1,1,0,0,0,0,0,0,0,0.15151515151515152,0.29072164948453605
403,3500000.0,12944.0,3,1.0,1,1,0,0,0,0,0,0,0,0.15151515151515152,0.7762199312714777
404,3493000.0,4900.0,3,1.0,2,0,0,0,0,0,0,0,0,0.1509090909090909,0.2233676975945017
405,3465000.0,3060.0,3,1.0,1,1,0,0,0,0,0,0,0,0.14848484848484847,0.09690721649484535
406,3465000.0,5320.0,2,1.0,1,1,0,0,0,0,1,1,0,0.14848484848484847,0.252233676975945
407,3465000.0,2145.0,3,1.0,3,1,0,0,0,0,0,1,2,0.14848484848484847,0.03402061855670102
408,3430000.0,4000.0,2,1.0,1,1,0,0,0,0,0,0,0,0.14545454545454542,0.16151202749140892
409,3430000.0,3185.0,2,1.0,1,1,0,0,0,0,2,0,0,0.14545454545454542,0.10549828178694157
410,3430000.0,3850.0,3,1.0,1,1,0,0,0,0,0,0,0,0.14545454545454542,0.1512027491408935
411,3430000.0,2145.0,3,1.0,3,1,0,0,0,0,0,1,2,0.14545454545454542,0.03402061855670102
412,3430000.0,2610.0,3,1.0,2,1,0,1,0,0,0,1,0,0.14545454545454542,0.06597938144329896
413,3430000.0,1950.0,3,2.0,2,1,0,1,0,0,0,1,0,0.14545454545454542,0.020618556701030938
414,3423000.0,4040.0,2,1.0,1,1,0,0,0,0,0,0,0,0.1448484848484848,0.1642611683848797
415,3395000.0,4785.0,3,1.0,2,1,1,1,0,1,1,0,2,0.14242424242424243,0.2154639175257732
416,3395000.0,3450.0,3,1.0,1,1,0,1,0,0,2,0,0,0.14242424242424243,0.12371134020618557
417,3395000.0,3640.0,2,1.0,1,1,0,0,0,0,0,0,2,0.14242424242424243,0.13676975945017184
418,3360000.0,3500.0,4,1.0,2,1,0,0,0,1,2,0,0,0.13939393939393938,0.12714776632302405
419,3360000.0,4960.0,4,1.0,3,0,0,0,0,0,0,0,1,0.13939393939393938,0.22749140893470787
420,3360000.0,4120.0,2,1.0,2,1,0,0,0,0,0,0,0,0.13939393939393938,0.1697594501718213
421,3360000.0,4750.0,2,1.0,1,1,0,0,0,0,0,0,0,0.13939393939393938,0.21305841924398622
422,3360000.0,3720.0,2,1.0,1,0,0,0,0,1,0,0,0,0.13939393939393938,0.1422680412371134
423,3360000.0,3750.0,3,1.0,1,1,0,0,0,0,0,0,0,0.13939393939393938,0.14432989690721648
424,3360000.0,3100.0,3,1.0,2,0,0,1,0,0,0,0,1,0.13939393939393938,0.09965635738831616
425,3360000.0,3185.0,2,1.0,1,1,0,1,0,0,2,0,2,0.13939393939393938,0.10549828178694157
426,3353000.0,2700.0,3,1.0,1,0,0,0,0,0,0,0,2,0.13878787878787877,0.07216494845360824
427,3332000.0,2145.0,3,1.0,2,1,0,1,0,0,0,1,2,0.13696969696969694,0.03402061855670102
428,3325000.0,4040.0,2,1.0,1,1,0,0,0,0,1,0,0,0.13636363636363633,0.1642611683848797
429,3325000.0,4775.0,4,1.0,2,1,0,0,0,0,0,0,0,0.13636363636363633,0.2147766323024055
430,3290000.0,2500.0,2,1.0,1,0,0,0,0,1,0,0,0,0.13333333333333333,0.05841924398625428
431,3290000.0,3180.0,4,1.0,2,1,0,1,0,1,0,0,0,0.13333333333333333,0.10515463917525772
432,3290000.0,6060.0,3,1.0,1,1,1,1,0,0,0,0,2,0.13333333333333333,0.3030927835051546
433,3290000.0,3480.0,4,1.0,2,0,0,0,0,0,1,0,1,0.13333333333333333,0.12577319587628866
434,3290000.0,3792.0,4,1.0,2,1,0,0,0,0,0,0,1,0.13333333333333333,0.1472164948453608
435,3290000.0,4040.0,2,1.0,1,1,0,0,0,0,0,0,0,0.13333333333333333,0.1642611683848797
436,3290000.0,2145.0,3,1.0,2,1,0,1,0,0,0,1,2,0.13333333333333333,0.03402061855670102
437,3290000.0,5880.0,3,1.0,1,1,0,0,0,0,1,0,0,0.13333333333333333,0.29072164948453605
438,3255000.0,4500.0,2,1.0,1,0,0,0,0,0,0,0,1,0.13030303030303028,0.19587628865979378
439,3255000.0,3930.0,2,1.0,1,0,0,0,0,0,0,0,0,0.13030303030303028,0.15670103092783505
440,3234000.0,3640.0,4,1.0,2,1,0,1,0,0,0,0,0,0.12848484848484845,0.13676975945017184
441,3220000.0,4370.0,3,1.0,2,1,0,0,0,0,0,0,0,0.12727272727272723,0.18694158075601375
442,3220000.0,2684.0,2,1.0,1,1,0,0,0,1,1,0,0,0.12727272727272723,0.07106529209621992
443,3220000.0,4320.0,3,1.0,1,0,0,0,0,0,1,0,0,0.12727272727272723,0.18350515463917527
444,3220000.0,3120.0,3,1.0,2,0,0,0,0,0,0,0,2,0.12727272727272723,0.10103092783505155
445,3150000.0,3450.0,1,1.0,1,1,0,0,0,0,0,0,2,0.12121212121212119,0.12371134020618557
446,3150000.0,3986.0,2,2.0,1,0,1,1,0,0,1,0,0,0.12121212121212119,0.16054982817869418
447,3150000.0,3500.0,2,1.0,1,0,0,1,0,0,0,0,1,0.12121212121212119,0.12714776632302405
448,3150000.0,4095.0,2,1.0,1,1,0,0,0,0,2,0,1,0.12121212121212119,0.16804123711340208
449,3150000.0,1650.0,3,1.0,2,0,0,1,0,0,0,0,0,0.12121212121212119,0.0
450,3150000.0,3450.0,3,1.0,2,1,0,1,0,0,0,0,1,0.12121212121212119,0.12371134020618557
451,3150000.0,6750.0,2,1.0,1,1,0,0,0,0,0,0,1,0.12121212121212119,0.35051546391752575
452,3150000.0,9000.0,3,1.0,2,1,0,0,0,0,2,0,1,0.12121212121212119,0.5051546391752577
453,3150000.0,3069.0,2,1.0,1,1,0,0,0,0,1,0,0,0.12121212121212119,0.0975257731958763
454,3143000.0,4500.0,3,1.0,2,1,0,0,0,1,0,0,0,0.12060606060606058,0.19587628865979378
455,3129000.0,5495.0,3,1.0,1,1,0,1,0,0,0,0,0,0.11939393939393936,0.26426116838487973
456,3118850.0,2398.0,3,1.0,1,1,0,0,0,0,0,1,1,0.11851515151515149,0.05140893470790378
457,3115000.0,3000.0,3,1.0,1,0,0,0,0,1,0,0,0,0.11818181818181814,0.09278350515463918
459,3115000.0,3500.0,2,1.0,1,1,0,0,0,0,0,0,0,0.11818181818181814,0.12714776632302405
460,3087000.0,8100.0,2,1.0,1,1,0,0,0,0,1,0,0,0.11575757575757575,0.4432989690721649
461,3080000.0,4960.0,2,1.0,1,1,0,1,0,1,0,0,0,0.11515151515151514,0.22749140893470787
462,3080000.0,2160.0,3,1.0,2,0,0,1,0,0,0,0,1,0.11515151515151514,0.03505154639175259
463,3080000.0,3090.0,2,1.0,1,1,1,1,0,0,0,0,0,0.11515151515151514,0.09896907216494846
464,3080000.0,4500.0,2,1.0,2,1,0,0,1,0,1,0,1,0.11515151515151514,0.19587628865979378
465,3045000.0,3800.0,2,1.0,1,1,0,0,0,0,0,0,0,0.1121212121212121,0.14776632302405496
466,3010000.0,3090.0,3,1.0,2,0,0,0,0,0,0,0,1,0.1090909090909091,0.09896907216494846
467,3010000.0,3240.0,3,1.0,2,1,0,0,0,0,2,0,1,0.1090909090909091,0.10927835051546392
468,3010000.0,2835.0,2,1.0,1,1,0,0,0,0,0,0,1,0.1090909090909091,0.08144329896907215
469,3010000.0,4600.0,2,1.0,1,1,0,0,0,0,0,0,2,0.1090909090909091,0.2027491408934708
470,3010000.0,5076.0,3,1.0,1,0,0,0,0,0,0,0,0,0.1090909090909091,0.23546391752577317
471,3010000.0,3750.0,3,1.0,2,1,0,0,0,0,0,0,0,0.1090909090909091,0.14432989690721648
472,3010000.0,3630.0,4,1.0,2,1,0,0,0,0,3,0,1,0.1090909090909091,0.1360824742268041
473,3003000.0,8050.0,2,1.0,1,1,0,0,0,0,0,0,0,0.10848484848484849,0.4398625429553264
474,2975000.0,4352.0,4,1.0,2,0,0,0,0,0,1,0,0,0.10606060606060605,0.1857044673539519
475,2961000.0,3000.0,2,1.0,2,1,0,0,0,0,0,0,1,0.10484848484848483,0.09278350515463918
476,2940000.0,5850.0,3,1.0,2,1,0,1,0,0,1,0,0,0.103030303030303,0.28865979381443296
477,2940000.0,4960.0,2,1.0,1,1,0,0,0,0,0,0,0,0.103030303030303,0.22749140893470787
478,2940000.0,3600.0,3,1.0,2,0,0,0,0,0,1,0,0,0.103030303030303,0.13402061855670103
479,2940000.0,3660.0,4,1.0,2,0,0,0,0,0,0,0,0,0.103030303030303,0.13814432989690723
480,2940000.0,3480.0,3,1.0,2,0,0,0,0,0,1,0,1,0.103030303030303,0.12577319587628866
481,2940000.0,2700.0,2,1.0,1,0,0,0,0,0,0,0,2,0.103030303030303,0.07216494845360824
482,2940000.0,3150.0,3,1.0,2,0,0,0,0,0,0,0,0,0.103030303030303,0.10309278350515463
483,2940000.0,6615.0,3,1.0,2,1,0,0,0,0,0,0,1,0.103030303030303,0.3412371134020618
484,2870000.0,3040.0,2,1.0,1,0,0,0,0,0,0,0,0,0.09696969696969696,0.09553264604810996
485,2870000.0,3630.0,2,1.0,1,1,0,0,0,0,0,0,0,0.09696969696969696,0.1360824742268041
486,2870000.0,6000.0,2,1.0,1,1,0,0,0,0,0,0,1,0.09696969696969696,0.29896907216494845
487,2870000.0,5400.0,4,1.0,2,1,0,0,0,0,0,0,0,0.09696969696969696,0.25773195876288657
488,2852500.0,5200.0,4,1.0,3,1,0,0,0,0,0,0,0,0.09545454545454543,0.2439862542955326
489,2835000.0,3300.0,3,1.0,2,0,0,0,0,0,1,0,1,0.09393939393939393,0.11340206185567009
490,2835000.0,4350.0,3,1.0,2,0,0,0,1,0,1,0,0,0.09393939393939393,0.18556701030927836
491,2835000.0,2640.0,2,1.0,1,0,0,0,0,0,1,0,2,0.09393939393939393,0.06804123711340207
492,2800000.0,2650.0,3,1.0,2,1,0,1,0,0,1,0,0,0.09090909090909088,0.06872852233676977
493,2800000.0,3960.0,3,1.0,1,1,0,0,0,0,0,0,2,0.09090909090909088,0.15876288659793814
494,2730000.0,6800.0,2,1.0,1,1,0,0,0,0,0,0,0,0.08484848484848484,0.3539518900343642
495,2730000.0,4000.0,3,1.0,2,1,0,0,0,0,1,0,0,0.08484848484848484,0.16151202749140892
496,2695000.0,4000.0,2,1.0,1,1,0,0,0,0,0,0,0,0.08181818181818179,0.16151202749140892
497,2660000.0,3934.0,2,1.0,1,1,0,0,0,0,0,0,0,0.07878787878787877,0.15697594501718215
498,2660000.0,2000.0,2,1.0,2,1,0,0,0,0,0,0,1,0.07878787878787877,0.024054982817869414
499,2660000.0,3630.0,3,3.0,2,0,1,0,0,0,0,0,0,0.07878787878787877,0.1360824742268041
500,2660000.0,2800.0,3,1.0,1,1,0,0,0,0,0,0,0,0.07878787878787877,0.07903780068728522
501,2660000.0,2430.0,3,1.0,1,0,0,0,0,0,0,0,0,0.07878787878787877,0.053608247422680416
502,2660000.0,3480.0,2,1.0,1,1,0,0,0,0,1,0,1,0.07878787878787877,0.12577319587628866
503,2660000.0,4000.0,3,1.0,1,1,0,0,0,0,0,0,1,0.07878787878787877,0.16151202749140892
504,2653000.0,3185.0,2,1.0,1,1,0,0,0,1,0,0,0,0.07818181818181816,0.10549828178694157
505,2653000.0,4000.0,3,1.0,2,1,0,0,0,1,0,0,0,0.07818181818181816,0.16151202749140892
506,2604000.0,2910.0,2,1.0,1,0,0,0,0,0,0,0,0,0.07393939393939392,0.0865979381443299
507,2590000.0,3600.0,2,1.0,1,1,0,0,0,0,0,0,0,0.07272727272727272,0.13402061855670103
508,2590000.0,4400.0,2,1.0,1,1,0,0,0,0,0,0,0,0.07272727272727272,0.18900343642611683
509,2590000.0,3600.0,2,2.0,2,1,0,1,0,0,1,0,2,0.07272727272727272,0.13402061855670103
510,2520000.0,2880.0,3,1.0,1,0,0,0,0,0,0,0,0,0.06666666666666665,0.08453608247422681
511,2520000.0,3180.0,3,1.0,1,0,0,0,0,0,0,0,0,0.06666666666666665,0.10515463917525772
512,2520000.0,3000.0,2,1.0,2,1,0,0,0,0,0,0,2,0.06666666666666665,0.09278350515463918
